sy_snum,sy_pnum,pl_orbper,pl_radj,pl_massj,pl_orbeccen,st_teff,st_rad,st_mass
1,1,16.78175788,,,0.000000,4925.00,0.74,0.78
1,1,16.78175811,,,,4950.30,0.70,0.81
1,1,16.78176602,,,0.000000,4936.00,0.76,0.73
1,1,,0.196,,,5030.00,0.72,
1,1,14.53245736,,,,5204.00,0.77,0.89
1,1,14.53244830,,,0.000000,5345.00,0.86,0.80
1,1,14.53244172,0.279,,,5350.00,0.84,0.89
1,1,14.53243361,,,,5204.00,0.77,0.89
1,1,14.53227100,,,0.000000,5331.00,0.86,0.80
1,1,14.53244830,,,,5204.00,0.77,0.89
1,1,14.53244172,,,0.000000,5345.00,0.86,0.80
1,1,,0.234,,,5348.00,0.73,
1,1,14.53244172,,,0.000000,5345.00,0.86,0.80
1,1,14.53244172,,,0.000000,5345.00,0.86,0.80
1,1,5.24867263,0.268,,,6040.00,1.15,1.10
1,1,5.24868100,,,0.000000,6103.00,0.98,1.07
1,1,5.24866761,,,0.000000,5807.00,1.01,1.02
1,1,,0.249,,,5918.00,0.99,
1,1,5.24867263,,,0.000000,6126.00,1.02,1.09
1,1,5.24866761,,,,5921.42,1.01,1.08
1,1,5.24867263,,,0.000000,6126.00,1.02,1.09
1,1,5.24867263,,,0.000000,6126.00,1.02,1.09
1,1,5.24866995,,,,5921.42,1.01,1.08
1,1,5.90741395,,,,4834.46,0.83,0.78
1,1,5.90741354,0.491,,,4963.00,0.75,0.81
1,1,5.90741389,,,,4834.46,0.83,0.78
1,1,5.90741354,,,0.000000,4963.00,0.69,0.67
1,1,5.90741354,,,0.000000,4963.00,0.69,0.67
1,1,,0.558,,,4961.00,0.85,
1,1,5.90739300,,,0.000000,5008.00,0.73,0.73
1,1,5.90741476,,,0.000000,4963.00,0.69,0.67
1,1,5.90741476,,,,4834.46,0.83,0.78
1,1,5.90741354,,,0.000000,4963.00,0.69,0.67
1,1,9.76785911,,,0.000000,5371.00,0.85,0.86
1,1,9.76787254,,,,5471.71,0.80,0.96
1,1,9.76780500,,,0.000000,5506.00,0.98,0.84
1,1,9.76788050,,,0.000000,5568.00,1.03,0.91
1,1,9.76788050,,,0.000000,5568.00,1.03,0.91
1,1,9.76788050,0.184,,,5421.00,0.86,0.91
1,1,,0.221,,,5419.00,0.83,
1,1,9.76785911,,,,5471.71,0.80,0.96
1,1,9.76788050,,,0.000000,5568.00,1.03,0.91
1,1,14.80074836,,,0.000000,7092.00,1.45,1.41
1,1,14.80074836,0.391,,,7005.00,2.01,1.60
1,1,14.80074836,,,0.000000,7092.00,1.45,1.41
1,1,,0.349,,,6375.00,1.73,
1,1,14.80012000,,,0.000000,7063.00,1.37,1.39
1,1,14.80074836,,,0.000000,7092.00,1.45,1.41
1,1,14.80058555,,,,6848.93,1.66,1.48
1,1,14.80075082,,,,6848.93,1.66,1.48
1,1,14.80075082,,,0.000000,6327.00,7.66,2.65
1,1,14.80081530,,,,6848.93,1.66,1.48
1,1,16.23846777,,,0.000000,5763.00,0.90,1.00
1,1,16.23847733,,,0.000000,5683.00,0.99,0.95
1,1,16.23847733,,,,5740.00,0.95,1.03
1,1,16.23845931,,,,5740.00,0.95,1.03
1,1,,0.234,,,5751.00,0.94,
1,1,16.23846777,,,0.000000,5763.00,0.90,1.00
1,1,16.23846777,,,0.000000,5763.00,0.90,1.00
1,1,16.23846777,0.212,,0.000000,,,1.01
1,1,16.23850000,0.238,0.02700,,5690.00,1.02,1.00
1,1,16.23846500,,,0.000000,5692.00,1.02,0.99
1,1,16.23846777,0.227,,,5825.00,1.02,1.03
1,1,3.12686119,,,,4508.31,0.79,0.71
1,1,3.12686312,,,,4508.31,0.79,0.71
1,1,3.12686223,,,0.000000,4854.00,1.75,0.97
1,1,3.12686510,,,0.000000,4735.00,0.70,0.68
1,1,3.12686239,,,,4508.31,0.79,0.71
1,1,3.12686223,,,0.000000,4854.00,1.75,0.97
1,1,3.12686223,,,0.000000,4854.00,1.75,0.97
1,1,3.12686119,,,0.000000,4854.00,1.75,0.97
1,1,,0.180,,,4773.00,0.69,
1,1,3.12686223,0.204,,,4755.00,0.72,0.77
1,1,16.87723335,,,,5553.00,0.86,0.98
1,1,,0.222,,,5560.00,0.85,
1,1,16.87727414,,,0.000000,5780.00,1.00,1.00
1,1,16.87728598,,,,5553.00,0.86,0.98
1,1,16.87734200,,,0.000000,5723.00,1.09,0.91
1,1,16.87727414,,,0.000000,5780.00,1.11,0.98
1,1,16.87727414,0.227,,,5582.00,0.90,0.96
1,1,16.87727414,,,0.000000,5780.00,1.00,1.00
1,1,16.87725775,,,0.000000,5497.00,0.87,0.90
1,1,16.87725775,,,,5553.00,0.86,0.98
1,1,12.05707387,,,,5443.81,0.83,0.95
1,1,12.05706738,,,,5443.81,0.83,0.95
1,1,12.05705659,,,,5443.81,0.83,0.95
1,1,12.05707239,,,0.000000,5408.00,0.70,0.74
1,1,12.05705659,,,0.000000,5365.00,0.83,0.87
1,1,12.05707239,,,0.000000,5408.00,0.70,0.74
1,1,,0.170,,,5450.00,0.81,
1,1,12.05707239,0.176,,,5478.00,0.86,0.93
1,1,12.05707239,,,0.000000,5408.00,0.70,0.74
1,1,12.05708600,,,0.000000,5486.00,0.79,0.89
1,1,9.97683400,,,0.000000,5488.00,0.94,0.83
1,1,9.97682072,,,0.000000,5500.00,0.93,0.82
1,1,,0.234,,,5498.00,0.86,
1,1,9.97682072,,,,5352.00,0.90,0.93
1,1,9.97683705,0.237,,,5461.00,0.87,0.91
1,1,9.97683705,,,0.000000,5500.00,0.93,0.82
1,1,9.97683705,,,0.000000,5500.00,0.93,0.82
1,1,9.97683705,,,0.000000,5500.00,0.93,0.82
1,1,9.97683018,,,,5352.00,0.90,0.93
1,1,9.97685552,,,,5352.00,0.90,0.93
1,1,13.52251625,,,,5368.85,0.81,0.93
1,1,13.52251060,0.189,,,5427.00,0.84,0.93
1,1,13.52260400,,,0.000000,5545.00,1.49,0.93
1,1,13.52251060,,,0.000000,5659.00,1.63,1.08
1,1,13.52251060,,,0.000000,5659.00,1.63,1.08
1,1,13.52251060,,,0.000000,5659.00,1.63,1.08
1,1,13.52252066,,,,5368.85,0.81,0.93
1,1,13.52252364,,,,5368.85,0.81,0.93
1,1,13.52252364,,,0.000000,5338.00,0.82,0.88
1,1,,0.187,,,5391.00,0.81,
1,1,134.25190000,,,0.000000,6010.00,0.94,1.04
1,1,134.25272980,,,0.000000,5973.00,0.83,0.91
1,1,,0.281,,,5881.00,1.10,
1,1,134.25221540,,,,6022.29,1.09,1.12
1,1,134.25204740,,,0.000000,5818.00,1.20,0.99
1,1,134.25272980,,,0.000000,5973.00,0.83,0.91
1,1,134.25105397,,,,6022.29,1.09,1.12
1,1,134.25272980,0.302,,,5886.00,1.15,1.05
1,1,134.25204740,,,,6022.29,1.09,1.12
1,1,134.25272980,,,0.000000,5973.00,0.83,0.91
1,1,99.74762200,,,0.000000,5620.00,0.97,0.80
1,1,99.74690000,,,0.000000,5638.00,1.18,0.89
1,1,99.74688040,,,,5598.00,1.39,0.99
1,1,99.74707382,,,,5598.00,1.39,0.99
1,1,99.74688040,,,0.000000,5620.00,0.97,0.80
1,1,99.74762200,,,0.000000,5620.00,0.97,0.80
1,1,,0.496,,,5604.00,1.38,
1,1,99.74687668,,,,5598.00,1.39,0.99
1,1,99.74762200,,,0.000000,5620.00,0.97,0.80
1,1,99.74762200,0.368,,,5840.00,1.02,1.02
1,2,13.22713379,,,0.000000,5080.00,0.63,0.62
1,2,13.22712300,,,0.000000,5203.00,0.80,0.77
1,2,13.22713208,,,,,,
1,2,13.22714056,,,0.000000,5180.00,0.80,0.82
1,2,13.22711406,,,,,,
1,2,13.22713379,,,0.000000,5080.00,0.63,0.62
1,2,13.22713379,,,0.000000,5080.00,0.63,0.62
1,2,13.22713379,0.210,,,5178.00,0.80,0.84
1,2,13.22714056,,,,,,
1,2,198.71125020,,,0.000000,5080.00,0.63,0.62
1,2,198.71062510,,,,,,
1,2,198.71076749,,,,,,
1,2,198.71125020,,,0.000000,5080.00,0.63,0.62
1,2,198.71038606,,,,,,
1,2,198.71062510,,,0.000000,5180.00,0.80,0.82
1,2,198.71125020,,,0.000000,5080.00,0.63,0.62
1,2,198.71125020,0.326,,,5178.00,0.80,0.84
1,3,3.69298800,,,0.000000,4495.00,0.60,0.63
1,3,3.69298623,,,0.000000,4402.00,0.57,0.57
1,3,3.69298373,,,0.000000,4397.00,0.58,0.57
1,3,3.69298373,,,0.000000,4397.00,0.58,0.57
1,3,3.69298623,,,,4442.00,0.70,0.70
1,3,,0.186,,,4399.00,0.68,
1,3,3.69298042,,,,4442.00,0.70,0.70
1,3,3.69298236,,,,4442.00,0.70,0.70
1,3,3.69298373,0.178,,,4598.00,0.70,0.76
1,3,3.69298373,,,0.000000,4397.00,0.58,0.57
1,3,5.70940492,,,0.000000,4397.00,0.58,0.57
1,3,5.70940492,,,0.000000,4397.00,0.58,0.57
1,3,5.70940795,,,0.000000,4402.00,0.57,0.57
1,3,5.70940492,,,0.000000,4397.00,0.58,0.57
1,3,,0.161,,,4399.00,0.68,
1,3,5.70940795,,,,4442.00,0.70,0.70
1,3,5.70940744,,,,4442.00,0.70,0.70
1,3,5.70940492,0.151,,,4598.00,0.70,0.76
1,3,5.70940397,,,,4442.00,0.70,0.70
1,2,34.17319689,,,,5216.22,0.78,0.89
1,2,34.17325000,,,0.000000,5284.00,0.84,0.79
1,2,34.17321560,,,,5216.22,0.78,0.89
1,2,34.17321560,,,0.000000,5201.00,0.83,0.95
1,2,34.17317140,,,0.000000,5346.00,0.95,0.83
1,2,34.17317140,0.185,,,5214.00,0.82,0.92
1,2,,0.199,,,5243.00,0.78,
1,2,34.17314028,,,,5216.22,0.78,0.89
1,2,34.17317140,,,0.000000,5346.00,0.95,0.83
1,2,34.17317140,,,0.000000,5346.00,0.95,0.83
1,2,1.68293460,,,0.000000,5346.00,0.95,0.83
1,2,1.68293776,,,,5216.22,0.78,0.89
1,2,1.68293461,,,0.000000,5201.00,0.83,0.95
1,2,1.68293461,,,,5216.22,0.78,0.89
1,2,1.68293460,0.088,,,5214.00,0.82,0.92
1,2,,0.089,,,5243.00,0.78,
1,2,1.68293460,,,0.000000,5346.00,0.95,0.83
1,2,1.68293460,,,0.000000,5346.00,0.95,0.83
1,2,2.58664041,,,,5843.00,0.95,1.05
1,2,2.58662720,,,0.000000,5780.00,0.98,0.94
1,2,,0.131,,,5773.00,0.99,
1,2,2.58663952,,,0.000000,5780.00,0.97,0.90
1,2,2.58663952,,,,5843.00,0.95,1.05
1,2,2.58663808,,,0.000000,5802.00,0.97,0.91
1,2,2.58663808,,,0.000000,5802.00,0.97,0.91
1,2,2.58663808,0.145,,0.000000,,,0.90
1,2,2.58664125,,,,5843.00,0.95,1.05
1,2,2.58663808,,,0.000000,5802.00,0.97,0.91
1,2,2.58664000,0.132,0.01100,,5779.00,0.98,0.94
1,2,2.58663808,0.140,,,5792.00,0.96,0.96
1,2,789.00000000,,1.08000,,5779.00,0.98,0.94
2,1,16.73652500,0.233,,0.340000,4290.00,0.71,0.67
2,1,16.73652231,0.247,,,4511.00,0.67,0.70
2,1,16.73650543,,,,4299.97,0.70,0.67
2,1,,0.244,,,4336.00,0.66,
2,1,16.73647550,,,,4299.97,0.70,0.67
2,1,16.73652231,,,0.000000,4608.00,0.72,0.70
2,1,16.73652231,,,0.000000,4608.00,0.72,0.70
2,1,16.73647550,,,0.000000,4334.00,0.65,0.65
2,1,16.73652231,,,0.000000,4608.00,0.72,0.70
2,1,16.73695500,,,0.000000,4562.00,0.61,0.64
1,1,9.59068586,,,0.000000,5476.00,1.67,0.82
1,1,9.59068637,,,,5513.70,0.78,0.97
1,1,9.59070716,,,0.000000,5476.00,1.67,0.82
1,1,9.59070716,0.190,,,5431.00,0.85,0.88
1,1,9.59063300,,,0.000000,5541.00,1.76,1.01
1,1,9.59068586,,,,5513.70,0.78,0.97
1,1,9.59070716,,,0.000000,5476.00,1.67,0.82
1,1,9.59070716,,,0.000000,5476.00,1.67,0.82
1,1,9.59075189,,,,5513.70,0.78,0.97
1,1,,0.173,,,5517.00,0.82,
1,1,7.03932553,0.415,,,6146.00,1.22,1.15
1,1,7.03932400,,,0.000000,6103.00,1.11,1.05
1,1,,0.393,,,5846.00,1.17,
1,1,7.03932553,,,0.000000,6137.00,1.13,1.06
1,1,7.03937093,,,,5960.00,1.17,1.09
1,1,7.03932553,,,0.000000,6137.00,1.13,1.06
1,1,7.03932913,,,0.000000,5846.00,1.24,1.06
1,1,7.03932913,,,,5960.00,1.17,1.09
1,1,7.03932553,,,0.000000,6137.00,1.13,1.06
1,1,49.60773310,0.175,,,5213.00,0.78,0.86
1,1,49.60757710,,,0.000000,5187.00,0.77,0.86
1,1,49.60773310,,,0.000000,5180.00,0.74,0.70
1,1,49.60805000,,,0.000000,5226.00,0.81,0.78
1,1,49.60777992,,,,5200.66,0.83,0.88
1,1,49.60757710,,,,5200.66,0.83,0.88
1,1,49.60773310,,,0.000000,5180.00,0.74,0.70
1,1,49.60773310,,,0.000000,5180.00,0.74,0.70
1,1,,0.214,,,5181.00,0.88,
1,1,4.19449687,,,0.000000,3706.00,0.52,0.56
1,1,4.19450462,,,,3609.00,0.54,0.53
1,1,4.19452500,,,0.000000,3823.00,0.49,0.51
1,1,4.19449651,,,0.000000,3584.00,0.45,0.46
1,1,,0.146,,,3705.00,0.54,
1,1,4.19449651,0.140,,,3687.00,0.50,0.52
1,1,4.19449687,,,,3609.00,0.54,0.53
1,1,4.19449651,,,0.000000,3584.00,0.45,0.46
1,1,4.19450074,,,,3609.00,0.54,0.53
1,1,4.19449651,,,0.000000,3584.00,0.45,0.46
1,2,1.97034447,,,,4783.72,0.81,0.77
1,2,,0.169,,,4801.00,0.80,
1,2,1.97034246,0.132,,,4897.00,0.75,0.80
1,2,1.97034246,,,0.000000,4883.00,1.67,0.95
1,2,1.97032130,,,0.000000,4765.00,0.70,0.68
1,2,1.97034020,,,,4783.72,0.81,0.77
1,2,1.97034246,,,0.000000,4883.00,1.67,0.95
1,2,1.97034020,,,0.000000,4883.00,1.67,0.95
1,2,1.97034246,,,0.000000,4883.00,1.67,0.95
1,2,1.97034055,,,,4783.72,0.81,0.77
1,2,5.05821338,,,,4783.72,0.81,0.77
1,2,5.05821991,0.504,,,4883.00,1.67,0.95
1,2,5.05821320,,,0.000000,4883.00,1.67,0.95
1,2,5.05821338,,,0.000000,4883.00,1.67,0.95
1,2,5.05821320,,,0.000000,4883.00,1.67,0.95
1,2,5.05821320,,,0.000000,4883.00,1.67,0.95
1,2,5.05821503,,,,4783.72,0.81,0.77
1,2,5.05822800,,,0.000000,4765.00,0.70,0.68
1,1,,0.343,,,5321.00,0.81,
1,1,105.95641480,,,0.000000,5308.00,0.80,0.89
1,1,105.95661992,,,,4960.00,0.90,0.82
1,1,105.95668150,,,,4960.00,0.90,0.82
1,1,105.95641480,,,0.000000,5308.00,0.80,0.89
1,1,105.95641480,,,0.000000,5308.00,0.80,0.89
1,1,105.95673310,,,,4960.00,0.90,0.82
1,1,105.95770000,,,0.000000,5273.00,0.73,0.84
1,1,105.95641480,0.353,,,5232.00,0.83,0.87
1,1,105.95668150,,,0.000000,5327.00,0.80,0.89
1,1,26.85338785,,,,5180.95,0.72,0.88
1,1,26.85328322,,,0.000000,5329.00,0.87,0.79
1,1,,0.194,,,5324.00,0.71,
1,1,26.85328322,,,0.000000,5329.00,0.87,0.79
1,1,26.85336000,,,0.000000,5311.00,0.85,0.80
1,1,26.85328322,0.234,,,5315.00,0.83,0.87
1,1,26.85323647,,,0.000000,5329.00,0.87,0.79
1,1,26.85323647,,,,5180.95,0.72,0.88
1,1,26.85328322,,,0.000000,5329.00,0.87,0.79
1,1,26.85330872,,,,5180.95,0.72,0.88
1,1,49.62215090,,,0.000000,6264.00,1.02,1.04
1,1,49.62206690,,,,6136.37,1.09,
1,1,49.62206499,,,,6136.37,1.09,
1,1,49.62215090,0.267,,,6002.00,1.09,1.07
1,1,49.62473000,,,0.000000,6272.00,1.06,1.12
1,1,49.62215090,,,0.000000,6264.00,1.02,1.04
1,1,49.62206690,,,0.000000,5938.00,1.18,1.10
1,1,49.62215090,,,0.000000,6264.00,1.02,1.04
1,1,8.08801350,,,0.000000,5201.00,0.76,0.84
1,1,8.08801350,,,0.000000,5201.00,0.76,0.84
1,1,8.08801400,,,,5186.70,0.86,0.88
1,1,8.08801350,0.243,,,5310.00,0.83,0.87
1,1,8.08801581,,,,5186.70,0.86,0.88
1,1,8.08801663,,,0.000000,5269.00,0.87,0.87
1,1,8.08803400,,,0.000000,5171.00,0.71,0.81
1,1,,0.239,,,5271.00,0.80,
1,1,8.08801663,,,,5186.70,0.86,0.88
1,1,8.08801350,,,0.000000,5201.00,0.76,0.84
1,1,1.54167663,0.167,,0.000000,,,1.00
1,1,1.54167663,0.188,,,5571.00,1.02,0.96
1,1,1.54167548,,,,5506.00,0.94,0.97
1,1,1.54167663,,,0.000000,5580.00,0.89,0.99
1,1,1.54167655,,,0.000000,5533.00,1.09,0.94
1,1,1.54167663,,,0.000000,5580.00,0.89,0.99
1,1,1.54168290,,,0.000000,5538.00,1.11,0.99
1,1,1.54168000,0.178,0.01100,,5539.00,1.11,0.99
1,1,1.54167663,,,,5506.00,0.94,0.97
1,1,,0.141,,,5567.00,0.92,
1,1,1.54167655,,,,5506.00,0.94,0.97
1,1,1.54167663,,,0.000000,5580.00,0.89,0.99
1,1,11.55099376,,,,5791.45,1.34,1.04
1,1,11.55102554,,,,5791.45,1.34,1.04
1,1,11.55102504,0.238,,,5935.00,1.06,1.05
1,1,11.55102504,,,0.000000,5897.00,0.83,0.92
1,1,,0.236,,,5831.00,1.29,
1,1,11.55102504,,,0.000000,5897.00,0.83,0.92
1,1,11.55103848,,,,5791.45,1.34,1.04
1,1,11.55103848,,,0.000000,5907.00,1.06,1.01
1,1,11.55128200,,,0.000000,5934.00,0.91,1.01
1,1,11.55102504,,,0.000000,5897.00,0.83,0.92
1,1,4.46975774,,,0.000000,5988.00,0.93,1.02
1,1,,0.198,,,5980.00,0.92,
1,1,4.46975774,,,0.000000,5988.00,0.93,1.02
1,1,4.46975774,,,0.000000,5988.00,0.93,1.02
1,1,4.46976719,,,,5633.52,0.96,1.00
1,1,4.46975774,0.206,,,5718.00,0.96,0.98
1,1,4.46975464,,,0.000000,5988.00,0.93,1.02
1,1,4.46976300,,,0.000000,5966.00,0.93,1.02
1,1,4.46976519,,,,5633.52,0.96,1.00
1,1,4.46975464,,,,5633.52,0.96,1.00
1,1,15.77374495,,,,6489.06,1.42,1.33
1,1,15.77382210,0.201,,,6139.00,1.29,1.16
1,1,15.77378000,,,0.000000,5939.00,1.04,1.01
1,1,,0.232,,,6333.00,1.46,
1,1,15.77382210,,,0.000000,6260.00,1.61,1.14
1,1,15.77382794,,,,6489.06,1.42,1.33
1,1,15.77382210,,,0.000000,6260.00,1.61,1.14
1,1,15.77382210,,,0.000000,6260.00,1.61,1.14
1,1,15.77380147,,,,6489.06,1.42,1.33
1,1,15.77382794,,,0.000000,6283.00,1.53,1.15
1,1,60.08550820,,,0.000000,6201.00,0.99,1.06
1,1,60.08550820,0.211,,,6052.00,1.08,1.13
1,1,,0.329,,,6030.00,1.61,
1,1,60.08550820,,,0.000000,6201.00,0.99,1.06
1,1,60.08556000,,,0.000000,6206.00,1.02,1.10
1,1,60.08491209,,,,6081.57,,
1,1,60.08550820,,,0.000000,6201.00,0.99,1.06
1,1,60.08551884,,,,6081.57,,
1,1,60.08538480,,,,6081.57,,
1,1,60.08538480,,,0.000000,6028.00,1.05,1.15
1,1,43.03433640,,,0.000000,5550.00,0.91,0.91
1,1,43.03252000,,,0.000000,5597.00,1.33,0.90
1,1,43.03433640,,,,5596.74,0.94,0.99
1,1,43.03468497,,,,5596.74,0.94,0.99
1,1,43.03422720,,,0.000000,5650.00,1.34,0.95
1,1,43.03422720,,,0.000000,5650.00,1.34,0.95
1,1,43.03422720,0.189,,,5610.00,0.93,0.96
1,1,,0.227,,,5601.00,0.93,
1,1,43.03422720,,,0.000000,5650.00,1.34,0.95
1,1,116.33190100,,,0.000000,5733.00,1.00,0.98
1,1,116.33190100,0.266,,,5434.00,0.85,0.91
1,1,116.33117390,,,0.000000,5354.00,0.83,0.87
1,1,116.33117390,,,,5451.00,0.81,0.95
1,1,116.33097888,,,,5451.00,0.81,0.95
1,1,116.33178505,,,,5451.00,0.81,0.95
1,1,116.33223000,,,0.000000,5664.00,0.94,0.90
1,1,116.33190100,,,0.000000,5733.00,1.00,0.98
1,1,116.33190100,,,0.000000,5733.00,1.00,0.98
1,1,56.43499380,,,0.000000,5734.00,0.88,0.98
1,1,56.43499330,,,0.000000,5534.00,1.00,0.88
1,1,56.43499380,,,0.000000,5734.00,0.88,0.98
1,1,56.43499330,,,,5515.94,1.04,0.97
1,1,56.43499380,,,0.000000,5734.00,0.88,0.98
1,1,,0.204,,,5611.00,0.96,
1,1,56.43500000,,,0.000000,5702.00,0.85,0.95
1,1,56.43499380,0.211,,,5642.00,0.98,0.96
1,1,56.43500854,,,,5515.94,1.04,0.97
1,1,56.43504953,,,,5515.94,1.04,0.97
1,1,105.30331480,,,0.000000,6032.00,0.97,1.05
1,1,105.30331480,,,0.000000,6032.00,0.97,1.05
1,1,105.30350930,,,,5693.00,0.87,1.01
1,1,105.30331480,0.291,,,5637.00,0.91,0.97
1,1,105.30395343,,,,5693.00,0.87,1.01
1,1,,0.294,,,5531.00,0.91,
1,1,105.30350930,,,0.000000,5534.00,0.88,0.91
1,1,105.30331480,,,0.000000,6032.00,0.97,1.05
1,1,105.30323470,,,,5693.00,0.87,1.01
1,1,105.30800000,,,0.000000,5993.00,0.93,1.03
1,1,17.76076524,,,0.000000,3826.00,0.52,0.54
1,1,17.76076524,,,,3961.00,0.64,0.62
1,1,17.76076016,,,,3961.00,0.64,0.62
1,1,17.76080053,0.185,,,4005.00,0.53,0.55
1,1,17.76080053,,,0.000000,3950.00,0.56,0.56
1,1,,0.212,,,3828.00,0.63,
1,1,17.76066900,,,0.000000,4121.00,0.53,0.56
1,1,17.76080053,,,0.000000,3950.00,0.56,0.56
1,1,17.76080053,,,0.000000,3950.00,0.56,0.56
1,1,7.96431524,,,,4966.00,0.83,0.82
1,1,7.96431492,,,,4966.00,0.83,0.82
1,1,7.96429400,,,0.000000,5099.00,0.76,0.75
1,1,7.96431492,,,0.000000,5185.00,0.91,0.83
1,1,,0.188,,,5183.00,0.79,
1,1,7.96431535,0.197,,,5074.00,0.78,0.82
1,1,7.96431535,,,0.000000,5185.00,0.91,0.83
1,1,7.96431535,,,0.000000,5185.00,0.91,0.83
1,1,7.96432425,,,,4966.00,0.83,0.82
1,1,7.96431535,,,0.000000,5185.00,0.91,0.83
2,1,4.60357529,,,,4774.00,0.75,0.77
2,1,4.60357529,,,0.000000,4783.00,0.74,0.81
2,1,,0.135,,,4852.00,0.74,
2,1,4.60357531,,,,4774.00,0.75,0.77
2,1,4.60357337,,,,4774.00,0.75,0.77
2,1,4.60357804,,,0.000000,4723.00,0.77,0.75
2,1,4.60356130,,,0.000000,4782.00,0.73,0.79
2,1,4.60357804,,,0.000000,4723.00,0.77,0.75
2,1,4.60357804,0.162,,0.000000,,,0.82
2,1,4.60357804,0.161,,,4853.00,0.75,0.81
2,1,4.60358000,0.132,0.01900,,4782.00,0.73,0.79
2,1,4.60357804,,,0.000000,4723.00,0.77,0.75
1,2,9.91723428,0.232,,,5948.00,1.08,1.05
1,2,9.91723428,,,0.000000,5953.00,0.93,0.96
1,2,9.91724268,,,0.000000,5539.00,1.21,0.93
1,2,9.91723428,,,0.000000,5953.00,0.93,0.96
1,2,9.91721500,,,0.000000,5959.00,0.96,1.01
1,2,9.91724268,,,,5521.54,1.03,0.97
1,2,9.91722275,,,,5521.54,1.03,0.97
1,2,9.91720662,,,,5521.54,1.03,0.97
1,2,9.91723428,,,0.000000,5953.00,0.93,0.96
1,2,0.53834791,,,,5521.54,1.03,0.97
1,2,0.53835431,,,0.000000,5953.00,0.93,0.96
1,2,0.53835431,,,0.000000,5953.00,0.93,0.96
1,2,0.53835431,0.136,,,5948.00,1.08,1.05
1,2,0.53835407,,,,5521.54,1.03,0.97
1,2,0.53835431,,,0.000000,5953.00,0.93,0.96
1,2,0.53835407,,,0.000000,5539.00,1.21,0.93
1,1,82.53425190,,,0.000000,4237.00,0.56,0.56
1,1,82.53411880,,,0.000000,4316.00,0.58,0.58
1,1,82.53425190,0.227,,,4392.00,0.61,0.64
1,1,82.53186000,,,0.000000,4450.00,0.59,0.62
1,1,82.53425190,,,0.000000,4237.00,0.56,0.56
1,1,82.53460678,,,,4402.00,0.66,0.69
1,1,,0.245,,,4318.00,0.65,
1,1,82.53425190,,,0.000000,4237.00,0.56,0.56
1,1,82.53411880,,,,4402.00,0.66,0.69
1,1,20.16034462,,,0.000000,5017.00,1.71,0.94
1,1,20.16034462,0.145,,,4944.00,0.74,0.80
1,1,,0.156,,,4914.00,0.72,
1,1,20.16034462,,,0.000000,5017.00,1.71,0.94
1,1,20.16037858,,,,4773.36,0.76,0.77
1,1,20.16040877,,,,4773.36,0.76,0.77
1,1,20.16037858,,,0.000000,4975.00,0.72,0.82
1,1,20.16020000,,,0.000000,4916.00,2.10,0.92
1,1,20.16034462,,,0.000000,5017.00,1.71,0.94
1,1,20.16034540,,,,4773.36,0.76,0.77
1,1,22.08515000,,,0.000000,3831.00,0.93,0.63
1,1,22.08557563,,,0.000000,3635.00,0.41,0.43
1,1,22.08551599,,,,3736.00,0.58,0.57
1,1,22.08548072,,,,3736.00,0.58,0.57
1,1,22.08557563,,,0.000000,3635.00,0.41,0.43
1,1,22.08551599,,,0.000000,3828.00,0.56,0.60
1,1,22.08555894,,,,3736.00,0.58,0.57
1,1,,0.310,,,3829.00,0.59,
1,1,22.08557563,,,0.000000,3635.00,0.41,0.43
1,1,22.08557563,0.265,,,3843.00,0.54,0.57
1,1,,0.126,,,3950.00,0.59,
1,1,1.15116611,,,,3878.00,0.60,0.59
1,1,1.15116651,,,0.000000,3855.00,0.53,0.54
1,1,1.15116678,,,,3878.00,0.60,0.59
1,1,1.15116678,,,0.000000,3951.00,0.54,0.56
1,1,1.15116651,,,0.000000,3855.00,0.53,0.54
1,1,1.15116661,,,,3878.00,0.60,0.59
1,1,1.15116651,0.143,,,3934.00,0.54,0.56
1,1,1.15116710,,,0.000000,4048.00,0.52,0.55
1,1,1.15116651,,,0.000000,3855.00,0.53,0.54
1,1,28.26758203,,,,5182.00,0.77,0.88
1,1,28.26731672,,,0.000000,5239.00,0.79,0.74
1,1,28.26731672,,,0.000000,5239.00,0.79,0.74
1,1,28.26727385,,,,5182.00,0.77,0.88
1,1,28.26681000,,,0.000000,5257.00,0.82,0.78
1,1,28.26727385,,,0.000000,5132.00,0.89,0.82
1,1,28.26731672,0.241,,,5206.00,0.80,0.83
1,1,,0.220,,,5122.00,0.75,
1,1,28.26737506,,,,5182.00,0.77,0.88
1,1,28.26731672,,,0.000000,5239.00,0.79,0.74
1,1,,0.205,,,5712.00,1.30,
1,1,3.77059065,,,,5830.38,1.30,1.05
1,1,3.77059058,,,0.000000,6057.00,0.83,0.92
1,1,3.77057431,,,,5830.38,1.30,1.05
1,1,3.77058174,,,,5830.38,1.30,1.05
1,1,3.77059065,,,0.000000,5714.00,1.21,1.00
1,1,3.77059058,,,0.000000,6057.00,0.83,0.92
1,1,3.77056700,,,0.000000,6101.00,0.97,1.07
1,1,3.77059058,0.177,,,6014.00,1.14,1.09
1,1,3.77059058,,,0.000000,6057.00,0.83,0.92
1,1,2.70728053,,,,6169.00,1.55,1.18
