sy_snum,sy_pnum,pl_orbper,pl_radj,pl_massj,pl_orbeccen,st_teff,st_rad,st_mass
1,2,14.33489200,0.708,,0.077000,5675.00,1.38,1.22
1,1,2550.00000000,,13.70000,0.589000,4985.00,,2.41
1,1,2523.64713000,,13.55800,0.586000,,,2.32
1,1,2556.50000000,,,0.590000,4985.00,8.69,2.41
1,2,88.87622000,,,0.063000,,,1.90
1,2,89.06000000,,,0.170000,4805.00,5.87,1.30
1,2,88.80000000,,,0.090000,4890.00,5.92,1.63
1,2,88.90000000,,,0.050000,4890.00,5.92,1.63
1,2,,,,,,5.95,1.39
1,2,,,,,,5.95,1.39
1,2,1626.00000000,,,0.200000,4805.00,5.87,1.30
1,2,2131.80000000,,,0.170000,4890.00,5.92,1.63
1,2,3923.66090000,,6.93700,0.356000,,,1.90
1,2,2200.00000000,,6.30000,0.000000,4890.00,5.92,1.63
2,1,3649.00000000,,4.50000,0.650000,,,0.65
2,1,17337.50000000,,,0.715000,4105.00,,0.63
1,1,87.19000000,,,0.210000,4146.00,,0.66
1,1,822.30000000,,,0.070000,4850.00,5.77,1.74
1,1,926.40000000,,,0.420000,4891.00,4.53,1.28
1,1,,,21.00000,,,,
1,1,,,24.00000,,10500.00,,2.50
1,1,,,23.04000,,8738.00,2.11,2.19
1,1,,,23.00000,,10500.00,,2.50
2,1,,,20.50000,,,,3.75
1,1,111.70000000,,,0.290000,3191.00,,0.49
3,1,104100.00000000,,14.80000,,,,0.14
1,2,10.75101000,0.228,0.02454,0.140000,5530.00,0.95,0.91
1,2,10.75101066,0.210,,,5784.00,0.92,
1,2,10.75101400,0.226,0.02800,0.000000,5618.00,0.96,0.94
1,2,19.60530000,0.221,0.02958,0.280000,5530.00,0.95,0.91
1,2,6.19132000,0.157,,,5784.00,0.93,
1,2,19.60562000,0.225,0.03367,0.200000,5618.00,0.96,0.94
2,2,1560.20000000,,,0.160000,4670.00,7.83,1.17
2,2,1585.00000000,,5.70000,0.122000,4670.00,,1.17
2,2,1852.14387000,,7.71400,0.360000,,,2.01
1,1,2.22400000,,,0.086000,,,0.79
1,1,453.90000000,,,0.080000,4883.00,3.94,1.30
1,1,455.73816000,,,0.081000,,,1.61
1,1,5.05050000,,,0.020000,5519.00,0.89,0.97
1,1,5.05050000,,,0.024000,5519.00,1.00,0.95
2,1,7.71305700,0.268,1.19247,0.320000,5991.00,1.08,1.09
2,1,7.71212100,0.286,,,5985.43,1.09,1.10
2,1,7.71212084,0.268,,,5985.40,1.09,
1,1,24955.45756000,,20.60000,0.230000,,,0.71
1,2,20.77285800,0.342,0.02611,0.000000,5649.00,0.96,0.94
1,2,20.77290700,0.348,0.03146,0.220000,5609.00,0.97,1.02
1,2,20.77288000,0.335,0.02643,0.130000,5550.00,0.95,0.93
1,2,20.77243160,0.349,,,5625.56,0.97,
1,2,52.56370562,0.293,,,5625.56,0.97,
1,2,52.56360000,0.298,0.02486,0.120000,5550.00,0.95,0.93
1,2,52.56349100,0.298,0.05758,0.230000,5609.00,0.97,1.02
1,2,52.56363000,0.306,0.02202,0.000000,5649.00,0.96,0.94
1,2,10.28891400,0.221,0.06010,0.290000,5216.00,0.84,0.93
1,2,10.28888710,0.244,,,5126.00,0.87,
1,2,10.28891000,0.244,0.06293,0.160000,5198.00,0.84,0.90
1,2,16.43200000,,,0.000000,5216.00,0.84,0.93
1,2,16.84000000,,,0.250000,5198.00,0.84,0.90
1,1,1058.80000000,,,0.610000,5020.00,5.34,1.93
1,1,1054.00000000,,22.60000,0.633000,5020.00,,1.74
1,1,1062.26506000,,19.18700,0.630000,,,1.81
1,1,18600.00000000,,16.10000,0.250000,8000.00,,1.85
1,1,36.11600000,,,0.079000,3347.00,0.30,0.29
1,1,,1.051,21.99870,,,,
1,1,,1.110,30.00000,,,,1.30
2,1,43000.00000000,,,0.886000,5833.80,1.56,1.10
2,1,27000.00000000,,,0.840000,5794.00,1.53,1.07
2,1,38350.00000000,,3.31000,0.875000,5794.00,,1.07
1,1,320.10000000,,,0.161000,,,1.03
1,1,332.00000000,,6.20000,0.040000,,,
1,1,312.00000000,,,0.150000,,,1.03
1,1,302.79999000,,,0.140000,6167.00,1.13,1.34
2,3,3.58599000,0.186,,0.300000,6201.00,1.31,1.15
2,3,3.58529000,0.158,,,6308.31,1.28,
2,3,5.97293000,0.173,,0.190000,6201.00,1.31,1.15
2,3,5.97391245,0.213,,,6308.31,1.28,
2,3,11.23000000,0.193,,0.280000,6201.00,1.31,1.15
2,3,11.23046048,0.185,,,6308.31,1.28,
1,4,166510.17000000,,,,,,1.51
1,4,,0.600,,,7204.58,1.49,1.61
1,4,170000.00000000,1.200,7.00000,,,,1.50
1,4,171667.50000000,,,,7204.58,1.49,1.61
1,4,83255.09000000,,,,,,1.51
1,4,67571.25000000,,,0.500000,7204.58,1.49,1.61
1,4,69000.00000000,1.200,10.00000,,,,1.50
1,4,,1.000,,,7204.58,1.49,1.61
1,4,,,,0.600000,7204.58,1.49,1.61
1,4,41627.54000000,,,,,,1.51
1,4,,0.900,,,7204.58,1.49,1.61
1,4,37000.00000000,1.200,10.00000,,,,1.50
1,4,,1.170,10.00000,0.150000,7400.00,,
1,4,,0.900,,,7204.58,1.49,1.61
1,4,20815.60000000,,,,,,1.51
1,4,18000.00000000,,,,7204.58,1.49,1.61
1,1,3.98600000,,,0.270000,4203.00,0.65,0.69
2,2,2390.00000000,,,0.000000,,,0.88
2,2,4368.00000000,,,0.510000,,,0.88
1,1,734.00000000,,,0.180000,,,2.10
2,1,,,21.00000,,,,
1,1,19.30370000,0.390,,,5581.00,1.08,0.92
1,1,19.30704400,0.333,,,5638.00,0.90,0.96
1,1,19.30691000,0.350,,,5647.00,0.93,0.94
1,1,19.30440000,0.343,0.08495,0.310000,5620.00,0.98,0.92
1,1,19.30710700,0.342,,,5454.00,0.86,
1,1,19.30481000,0.266,,,,0.72,
1,1,19.29206200,,,,5533.00,0.97,0.97
1,1,1.67391600,0.312,,0.240000,6120.00,1.19,1.18
1,1,1.67390240,0.308,,0.000000,6120.00,1.19,1.18
1,1,1.67390000,,,,6115.49,1.22,1.15
1,1,1.67391800,0.417,,,,1.57,
1,1,1.67400000,,,,6115.49,1.22,1.15
1,1,1.67344228,,,,6115.49,1.22,1.15
1,1,1.67390350,0.346,0.06859,0.000000,5945.00,1.24,1.15
1,1,1.67383300,0.320,,,6168.00,1.22,1.23
1,1,1.67390290,0.307,,,6115.50,1.22,
1,1,1.67384700,0.320,,,,1.23,
1,1,1.67373700,0.136,,,,1.27,
1,1,14.67624290,0.178,,,4927.00,0.76,0.82
1,1,14.68430000,,,,4695.41,0.80,0.75
1,1,14.67582800,0.165,,,,0.72,
1,1,14.67728600,0.178,,0.100000,4819.00,0.73,0.80
1,1,14.66146147,,,,4695.41,0.80,0.75
1,1,14.67721400,0.196,,,4942.00,0.77,0.83
1,1,14.67665000,0.173,,,,0.68,
1,1,9.91470000,,,,4638.00,0.77,0.74
1,1,9.91561500,0.116,,0.100000,4695.00,0.71,0.77
1,1,1.97400000,,,,3578.00,0.50,0.50
1,1,1.97423800,0.175,,0.090000,3546.46,0.49,0.43
1,1,1.97419540,0.160,,,3712.00,0.48,0.51
1,1,1.97410000,,,,3578.00,0.50,0.50
1,1,1.97419000,0.170,,0.180000,3660.00,0.48,0.51
1,1,1.97420200,0.217,,,,0.56,
1,1,1.97499100,,,,3820.00,0.48,
1,1,1.97417200,0.088,,,,0.30,
1,1,8.26345949,,,,5411.15,0.92,0.94
1,1,8.26698000,0.317,,,,0.95,
1,1,8.26708400,0.310,,,,0.98,
1,1,8.26695890,0.308,,,5411.10,0.92,
1,1,8.26679000,0.304,,,5475.00,0.91,0.96
1,1,8.26700000,,,,5411.15,0.92,0.94
1,1,8.26690200,0.369,0.09439,,5434.00,0.95,1.01
1,1,8.26699280,0.320,,,5636.00,0.97,1.05
1,1,8.26770400,0.301,,,5464.00,0.91,0.99
1,1,3.31395900,1.426,,,6061.00,1.81,1.30
1,1,3.31392000,1.440,0.84000,0.000000,6030.00,1.78,1.30
1,1,3.31392100,1.074,,,6178.00,1.33,1.26
1,1,3.31391510,,,,6030.00,1.78,1.30
1,1,3.31390950,1.551,,,,1.91,
1,1,3.31394400,1.280,,,,1.73,
1,1,4.73360988,,,,5496.00,1.76,0.96
1,1,4.73379000,0.675,,,5414.00,2.31,1.29
1,1,4.73399900,0.476,,,5599.00,1.76,1.17
1,1,4.73400600,0.470,,,,1.77,
1,1,4.73363000,0.518,,,,1.80,
1,1,4.73401000,0.471,0.18689,0.180000,5474.00,1.75,1.12
1,1,4.73400000,,,,5496.00,1.76,0.96
1,1,4.73355751,0.480,,,5496.00,1.76,
1,1,39.93767000,0.674,,,5433.00,5.15,1.35
1,1,39.86420000,0.261,,,,0.90,
1,1,39.86356600,0.220,,,5133.00,0.78,
1,1,39.84780000,0.216,,,5264.00,0.83,0.89
1,1,13.86375000,0.231,0.05003,0.130000,5010.00,0.71,0.74
1,1,13.85870316,,,,4936.00,0.71,0.81
1,1,13.86383000,0.220,,,,0.68,
1,1,13.86400000,,,,4936.00,0.71,0.81
1,1,13.86375000,0.231,0.05254,0.079000,5010.00,0.71,0.74
1,1,13.86360000,0.227,,,,0.69,
1,1,13.86391000,0.225,,,4877.00,0.69,0.72
1,1,13.86387000,0.228,,,4950.00,0.71,0.75
1,2,5.35140300,0.109,,,5741.00,0.92,0.88
1,2,5.35161000,0.186,,,5788.00,1.17,
1,2,5.35180000,0.162,0.01664,0.130000,5775.00,1.25,0.84
1,2,5.35185000,0.126,,,,1.27,
1,2,5.35117000,0.170,0.02706,0.000000,5730.00,1.23,0.88
1,2,5.35180000,0.162,0.01756,0.100000,5775.00,1.25,0.84
1,2,15.68050000,,,0.071000,5775.00,1.25,0.84
1,2,15.67850000,,,0.070000,5775.00,1.25,0.84
1,1,5.81760150,,,,5627.00,1.05,1.01
1,1,5.81768500,1.083,,,5660.00,1.24,1.04
1,1,5.81768100,1.120,,,,1.33,
1,1,5.81760800,0.930,1.29000,0.000000,5627.00,1.05,1.01
1,1,5.81764900,1.120,,,,1.29,
1,1,5.81764520,1.039,,,5633.40,1.22,
1,1,11.39100000,,,,4913.00,0.88,0.81
1,1,11.39095559,0.996,,,5027.00,0.88,
1,1,11.39101300,0.952,,,5044.00,0.84,0.89
1,1,11.39093440,0.971,,,5039.00,0.87,0.89
1,1,11.38576954,,,,4913.00,0.88,0.81
1,1,11.39093110,0.932,2.01000,0.081000,4920.00,0.82,0.86
1,1,11.39095500,0.956,,,,0.85,
1,1,11.39109000,0.942,1.85000,0.000000,5027.00,0.83,0.83
1,1,11.39143200,0.990,,,,0.90,
1,1,20.27261500,1.076,,,5657.00,0.88,0.95
1,1,20.27285000,1.030,,,,0.83,
1,1,20.27302820,0.931,,,5742.00,0.86,
1,1,20.27301700,,,,5657.00,0.88,0.95
1,1,20.27260200,1.030,,,,0.86,
1,1,20.27303400,1.115,0.84000,0.137000,5560.00,0.88,0.83
1,1,20.27299200,,,,,,
1,1,20.27200000,,,,5742.00,0.86,1.03
1,1,20.27298610,,,0.140000,5560.00,0.88,0.83
1,1,20.27362337,,,,5742.00,0.86,1.03
1,1,4.65567820,0.073,,,4264.00,0.66,
1,1,4.65487900,,,,4348.35,0.67,0.69
1,1,4.65541100,0.062,,0.060000,4348.35,0.67,0.69
1,1,4.65533500,0.064,,,4547.00,0.69,0.73
1,2,1.29162600,,,,3689.00,0.51,0.51
1,2,1.29156300,0.181,,,3676.00,0.51,0.53
1,2,1.29160500,0.155,,,,0.40,
1,2,1.29159723,0.187,,,3689.00,0.51,
1,2,1.29200000,,,,3689.00,0.51,0.51
1,2,1.29160000,0.181,,,3778.00,0.51,0.54
1,2,1.29165100,0.190,,,,0.52,
1,2,1.29150500,0.175,,0.060000,3842.12,0.49,0.58
1,2,5.44482000,0.181,,0.150000,3842.12,0.49,0.58
1,2,5.44398400,0.190,,,,0.52,
1,2,5.44425000,0.156,,,,0.40,
1,2,5.44401700,0.184,,,3778.00,0.51,0.54
1,2,5.44425000,0.173,,,3676.00,0.51,0.53
1,1,50.92092000,0.227,,0.200000,4726.29,0.73,0.76
1,1,50.92540000,0.221,,,,0.70,
1,1,7.72850000,0.193,,,,0.59,
1,1,7.72857800,0.204,,0.070000,4752.80,0.68,0.76
1,1,7.72728300,0.226,,,4740.00,0.71,0.76
1,1,7.72757400,0.230,,,,0.71,
1,1,7.72800000,,,,4525.00,0.74,0.71
1,1,7.72651124,,,,4525.00,0.74,0.71
1,1,8.28212000,0.208,,,5800.00,1.01,1.01
1,1,8.28245500,0.195,,,5663.00,1.01,0.94
1,1,8.28192000,0.221,,,,1.08,
1,1,8.28246000,0.218,0.01636,0.500000,5672.00,1.12,0.96
1,1,8.28241610,0.191,,,5615.00,0.92,
1,1,8.28176000,0.243,,,6177.00,1.31,1.18
1,1,9.56332821,,,,4432.16,,
1,1,9.56274200,0.179,,0.140000,4349.90,0.67,0.69
1,1,9.56183000,0.176,,,,0.60,
1,1,5.18575800,0.664,,,,0.64,
1,1,5.18574300,0.690,,,,0.71,
1,1,5.18575320,,,0.220000,4471.38,0.77,0.71
1,1,5.18576800,0.669,,,4664.80,0.65,
1,1,5.18576100,0.669,,,4551.00,0.68,0.72
1,1,5.18575900,0.682,,,4695.00,0.69,0.73
1,1,5.18575400,0.814,,0.220000,4471.38,0.77,0.71
1,1,5.18597200,,,,4664.80,0.65,0.74
1,1,5.18600000,,,,4664.80,0.65,0.74
1,1,5.18575390,0.671,,,4690.00,0.67,0.69
2,1,2.21930230,0.103,,,4009.00,0.59,0.63
2,1,2.21944122,,,,3807.00,0.61,0.60
2,1,2.21900000,,,,3807.00,0.61,0.60
2,1,2.21928200,0.108,,,4027.00,0.60,0.62
2,1,2.21922500,0.120,,,,0.63,
2,1,2.21940500,0.114,,0.210000,3993.36,0.59,0.63
2,1,2.21936800,0.104,,,,0.53,
2,1,2.21931500,0.109,,,3903.00,0.61,0.64
1,1,30.95152400,0.246,,,4035.00,0.59,0.62
1,1,30.96028326,,,,3856.00,0.61,0.60
1,1,30.95300000,,,,3856.00,0.61,0.60
1,1,30.95676300,0.236,,0.060000,4075.67,0.57,0.65
1,1,30.95422200,0.220,,,4040.00,0.60,
1,1,30.95420000,0.237,,,3880.00,0.59,0.61
1,1,30.95260600,0.270,,,,0.64,
1,1,30.95400000,0.274,,,,0.64,
1,1,6.41365100,0.259,,,3570.00,0.39,0.39
1,1,6.41400000,,,,3471.00,0.41,0.40
1,1,6.41362000,0.211,,,,0.30,
1,1,6.41400800,0.260,,,3620.00,0.39,
1,1,6.41371800,0.230,,,,0.35,
1,1,6.41376600,0.270,,,3560.00,0.41,0.43
1,1,6.41353900,0.236,,0.080000,3560.70,0.34,0.44
1,1,21.75026400,0.194,,0.080000,3654.47,0.40,0.49
1,1,7.38707300,0.164,,0.060000,4367.83,0.62,0.70
1,1,7.38795716,,,,4259.00,0.67,0.67
1,1,7.38565500,0.176,,,4339.00,0.65,0.69
1,1,7.38545300,0.180,,,,0.66,
1,1,7.38706600,0.160,,,4396.00,0.59,0.61
1,1,7.38700000,,,,4259.00,0.67,0.67
1,1,7.38711000,0.171,,,,0.62,
1,1,3.58816500,0.773,,0.120000,4387.84,0.68,0.70
1,1,3.58815800,0.810,,,,0.75,
1,1,3.58816300,0.747,,,4575.00,0.66,0.72
1,1,3.58816200,1.135,,,,0.98,
1,1,3.58800000,,,,5036.00,0.98,0.84
1,1,5.67581400,0.107,,,4621.00,0.65,0.69
1,1,5.67581900,0.127,,0.230000,4469.51,0.78,0.71
1,1,5.67556000,0.100,,,,0.58,
1,1,8.23981000,0.059,,,,0.21,
1,1,8.23949300,0.093,,0.130000,3459.09,0.36,0.36
1,1,40.06277100,0.204,,,5508.00,0.88,
1,1,39.91488000,0.169,,,5698.00,0.78,0.80
1,1,40.06030000,0.241,,,5727.00,1.09,0.94
1,1,2.49412000,0.112,,0.170000,4356.47,0.74,0.70
1,1,2.49420600,0.109,,,,0.66,
1,1,2.49416100,0.095,,,4528.00,0.64,0.68
1,1,0.36931100,0.157,,,5113.00,0.77,0.80
1,1,0.36931100,0.134,,,5200.00,0.81,
1,1,0.36930572,0.190,,,5129.00,0.76,
1,1,0.36930380,0.161,0.02045,0.000000,5200.00,0.81,0.84
1,1,0.36930380,0.151,0.02486,0.000000,5120.00,0.76,0.80
1,1,0.36900000,0.147,0.01982,,5200.00,0.74,0.79
1,1,0.36931000,0.152,,,5245.00,0.75,0.84
1,1,,1.300,0.49000,0.360000,,3.85,1.08
1,1,9.17261600,,,0.290000,4840.00,3.85,1.08
1,1,9.17510000,1.300,0.49000,,4840.00,3.85,1.08
1,1,9.17080000,1.089,0.49500,0.290000,4878.00,4.11,1.19
1,1,9.17205350,0.805,,,4933.00,3.79,
1,1,9.17386600,0.612,,,5035.00,2.16,0.98
1,4,3.07120000,0.117,,,3655.00,0.47,0.51
1,4,3.07133000,0.120,,,3655.00,0.46,0.46
1,4,4.86820000,0.132,,,3655.00,0.47,0.51
1,4,4.86784000,0.143,,,3655.00,0.46,0.46
1,4,11.02340000,0.180,,,3655.00,0.47,0.51
1,4,11.02454000,0.179,,,3655.00,0.46,0.46
1,4,11.02488210,0.220,,,3798.00,0.46,
1,4,26.58410000,0.154,,,3655.00,0.46,0.46
2,3,7.97570000,0.094,,0.720000,4359.00,0.72,0.69
2,3,7.97520000,0.090,0.01353,0.140000,4500.00,0.68,0.74
2,3,7.97529200,0.088,,0.100000,4499.00,0.66,0.74
2,3,17.30770000,0.270,,,4364.00,0.71,0.71
2,3,17.30701300,,,,4364.00,0.71,0.71
2,3,17.30706310,0.333,,,4230.60,0.77,
2,3,17.30713000,0.268,0.05695,0.047000,4500.00,0.68,0.74
2,3,17.30681000,0.280,,0.470000,4359.00,0.72,0.69
2,3,17.30713700,0.260,,0.130000,4499.00,0.66,0.74
2,3,25.57500000,0.140,0.00944,0.071000,4500.00,0.68,0.74
2,3,25.57506500,0.129,,0.140000,4499.00,0.66,0.74
2,3,25.57150000,0.138,,0.750000,4359.00,0.72,0.69
1,1,0.17971500,0.079,0.50000,0.000000,3492.00,0.44,0.46
1,1,0.17971900,0.057,,,3697.00,0.29,
1,6,2.35321000,0.133,,,5283.00,0.84,0.92
1,6,2.35309000,0.135,0.00975,0.048000,5356.30,0.86,0.94
1,6,2.35322000,0.140,,0.403000,5378.00,0.86,0.93
1,6,3.55987000,0.225,,0.296000,5378.00,0.86,0.93
1,6,3.56004000,0.205,0.01985,0.045000,5356.30,0.86,0.94
1,6,3.56015000,0.202,,,5283.00,0.84,0.92
1,6,5.40478000,0.237,,0.348000,5378.00,0.86,0.93
1,6,5.40479000,0.213,0.02492,0.043000,5356.30,0.86,0.94
1,6,5.40484000,0.219,,,5283.00,0.84,0.92
1,6,8.26146000,0.302,0.04081,0.077000,5356.30,0.86,0.94
1,6,8.26147000,0.277,,,5283.00,0.84,0.92
1,6,8.26144000,0.294,,0.315000,5378.00,0.86,0.93
1,6,8.26166160,0.295,,,5281.00,0.86,
1,6,12.75758000,0.244,,,5283.00,0.84,0.92
1,6,12.75759000,0.251,,0.364000,5378.00,0.86,0.93
1,6,12.75758000,0.259,0.00513,0.062000,5356.30,0.86,0.94
1,6,41.96797000,0.269,0.01359,0.059000,5356.30,0.86,0.94
1,6,41.96645000,0.284,,,5283.00,0.84,0.92
1,1,28.38061900,0.813,,,5370.00,0.88,0.96
1,1,28.38220600,0.850,,,,0.93,
1,1,28.38246000,0.858,,,,0.91,
1,1,28.38236000,0.808,0.38700,0.120000,5340.00,0.86,0.92
1,1,28.38207100,0.827,,,5425.00,0.87,0.95
1,1,8.36926000,0.400,,,3866.00,0.39,0.43
1,1,8.36881680,0.593,,,3879.00,0.56,
1,1,8.36779000,0.759,,,,0.71,
1,1,8.36879100,0.668,,0.140000,3970.42,0.62,0.62
1,1,8.36802000,0.429,,,3789.00,0.45,0.47
1,1,6.56918000,1.093,,,5705.00,0.99,1.00
1,1,6.56921300,1.164,,,5637.00,1.05,1.02
1,1,6.56920450,,,,5654.00,0.99,1.00
1,1,6.56918800,1.210,0.93000,0.000000,5585.00,1.06,0.96
1,1,6.56930000,1.095,1.01900,0.120000,5654.00,0.99,1.00
1,2,0.28032440,0.135,0.01564,0.000000,4570.00,0.68,0.71
1,2,0.28000000,0.133,0.01624,,4599.00,0.69,0.71
1,2,0.28032460,0.147,,,4477.00,0.72,
1,2,0.28032440,0.135,0.01598,0.000000,4599.00,0.68,0.71
1,2,0.28032260,0.137,0.01671,0.000000,4373.00,0.67,0.66
1,2,7.74850000,0.624,0.02328,0.000000,4599.00,0.68,0.71
1,2,7.74850000,0.624,0.02517,0.092000,4570.00,0.68,0.71
1,2,2.66980000,0.201,0.01762,0.140000,3385.00,0.35,0.36
1,2,2.64500000,,,,3359.00,0.33,0.31
1,2,2.64464600,0.196,,,3385.00,0.35,0.36
1,2,2.64425900,0.123,,,,0.23,
1,2,2.64484000,0.163,,,3359.00,0.33,0.31
1,2,2.64466100,0.192,,,3398.00,0.33,0.33
1,2,2.64352800,0.131,,,,0.23,
1,2,2.64484500,0.950,,,,0.50,
1,2,2.64460000,0.183,0.01816,0.129000,3385.00,0.33,0.33
1,2,3.96630000,0.231,0.02234,0.160000,3385.00,0.35,0.36
1,2,4.00498000,0.195,0.02358,0.075000,3385.00,0.33,0.33
1,1,0.96191800,0.065,,,3775.00,0.31,
1,1,0.96191600,0.073,,,,0.31,
1,1,0.96191700,0.123,,,3672.00,0.55,0.58
2,3,4.38395000,0.119,,,4079.00,0.63,0.65
2,3,4.38393000,0.062,,,,0.37,
2,3,6.92251000,0.080,,,,0.37,
2,3,6.92260000,0.154,,,4079.00,0.63,0.65
2,3,9.75790000,0.146,,,4079.00,0.63,0.65
2,3,9.75833000,0.079,,,,0.37,
1,1,11.33200000,0.146,,,3745.00,0.57,0.59
1,1,11.81040000,0.221,,,5131.00,0.68,0.72
1,1,11.81004000,0.275,,,,0.80,
1,1,11.80970000,0.253,,,5314.00,0.78,0.81
1,1,11.80839800,0.277,,,4992.00,0.76,
1,1,10.59357000,0.178,,,3499.00,0.44,0.46
1,1,10.59366000,0.153,,,,0.36,
2,1,3.83553000,0.094,,,,0.32,
2,1,3.83537600,0.130,,,,0.45,
2,1,3.83547600,0.133,,,3695.00,0.45,0.47
2,1,3.83559200,0.120,,,3585.00,0.43,0.44
1,1,32.64790000,0.204,,,4044.00,0.61,0.63
1,1,32.65270000,0.251,,,3940.00,0.63,0.65
1,1,7.51574000,0.178,,,3845.00,0.53,0.55
1,1,7.51554000,0.178,,,3720.00,0.49,0.51
1,2,3.67626000,0.178,,,4097.00,0.63,0.65
1,2,3.67635000,0.199,,,3978.00,0.65,0.67
1,2,7.95478000,0.187,,,3978.00,0.65,0.67
1,2,7.95486000,0.185,,,4097.00,0.63,0.65
1,3,6.34200000,0.161,,,4258.00,0.58,0.65
1,3,6.34365000,0.138,,,3919.00,0.53,0.54
1,3,13.85348700,,,,3919.00,0.53,0.54
1,3,13.85402000,0.174,,,3919.00,0.53,0.54
1,3,13.85000000,0.232,,,4258.00,0.58,0.65
1,3,13.85151581,0.211,,,3893.47,0.66,
1,3,40.68350000,0.146,,,3919.00,0.53,0.54
1,3,40.71800000,0.170,,,4258.00,0.58,0.65
1,1,0.81314000,0.103,,,4597.00,0.66,0.66
1,1,0.81314300,0.098,,,4460.00,0.62,
1,1,0.81314900,0.102,,,4460.00,0.62,0.64
1,1,0.36526100,0.089,,,5456.00,0.88,
1,1,0.36525700,0.094,,,5456.00,0.88,0.94
1,2,10.06210600,0.235,,,5489.00,0.89,0.93
1,2,10.06049000,0.236,,,5503.00,0.95,0.92
1,2,5.90279000,0.114,,,5503.00,0.95,0.92
1,1,12.42107800,0.197,,,5419.00,0.83,0.89
1,1,12.42205000,0.202,,,5425.00,0.83,0.90
1,3,7.61880000,0.180,,,4742.00,0.66,0.68
1,3,7.61856000,0.175,,,4800.00,0.67,0.69
1,3,7.61965740,0.213,,,4620.00,0.71,
1,3,7.62117000,0.167,,,,0.54,
1,3,7.62067000,0.190,,,4761.00,0.64,0.67
1,3,19.07700000,0.195,,,4800.00,0.67,0.69
1,3,19.07454000,0.230,,,4620.00,0.71,
1,3,19.07020000,0.164,,,,0.54,
1,3,19.07863000,0.227,,,4742.00,0.66,0.68
1,3,19.07536000,0.191,,,4761.00,0.64,0.67
1,1,3.70587100,0.284,,,5649.00,0.91,0.98
1,1,9.28318800,0.546,,,4972.00,2.57,0.99
1,1,9.45774700,0.133,,,4885.00,0.73,0.78
1,1,9.45889000,0.128,,,4842.00,0.69,0.75
1,1,6.67311700,0.220,,,4937.00,0.76,0.83
1,1,17.35506600,0.290,,,5791.00,2.20,1.18
1,1,17.35568100,0.161,,,5894.00,1.06,
1,1,17.36780000,0.172,,,,1.27,
1,3,2.35499200,0.114,,,5185.00,0.80,0.83
1,3,4.38274500,0.139,,,5185.00,0.80,0.83
1,3,14.10136100,0.236,,,5185.00,0.80,0.83
1,3,14.06660141,0.285,,,5141.67,0.84,
1,2,8.52721900,0.163,,,5922.00,1.20,1.07
1,2,8.52695000,0.195,,,5960.00,1.61,1.16
1,1,9.97748000,0.205,0.02045,0.470000,6011.00,1.49,1.01
1,1,9.97857000,0.202,,0.410000,6141.00,1.46,1.34
1,1,9.97833193,0.183,,,6073.50,1.47,
1,1,9.97540300,0.190,,,6063.00,1.18,
1,1,9.97852750,0.209,,,5908.00,1.50,1.02
1,1,9.97748100,0.252,,,5908.00,1.83,1.02
1,2,15.85398900,0.191,,,5554.00,0.87,0.91
1,2,15.85230000,0.195,,,,0.90,
1,2,15.85230000,0.166,,,5502.70,0.83,0.88
1,2,15.85412000,0.209,,,5495.00,0.88,
1,1,6.38080300,0.114,,,5548.00,0.92,0.99
1,1,6.37961000,0.126,,,5347.00,0.83,
1,1,6.38092000,0.120,,,,0.98,
1,1,17.96540000,0.136,,,4102.00,0.48,0.53
1,1,17.96832000,0.159,,,,0.56,
1,1,17.96753000,0.199,,,4320.00,0.66,0.71
1,1,17.96821600,0.192,,,4151.00,0.63,
1,1,17.96907900,0.174,,,4382.00,0.60,0.62
1,1,17.96902900,0.181,,0.180000,4118.41,0.63,0.66
1,2,7.57672060,0.134,,,5749.00,0.98,
1,2,7.57654400,0.127,,,5748.00,0.98,0.96
1,2,7.57340000,0.145,,,,1.08,
1,2,12.39880000,0.179,,,,1.08,
1,2,12.40073100,0.171,,,5749.00,0.98,
1,2,12.40004700,0.161,,,5748.00,0.98,0.96
1,1,5.62846600,0.240,,,5250.00,1.72,0.89
1,1,5.63159150,0.110,,,5032.00,0.77,
1,1,5.62280000,0.331,,,,2.38,
1,2,14.31694100,0.149,,,5569.00,0.87,0.93
1,2,14.31810000,0.151,,,,0.82,
1,2,14.31700100,0.161,,,5449.00,0.86,
1,2,29.62640200,0.304,,,5449.00,0.86,
1,2,29.62450000,0.269,,,,0.82,
1,2,29.62600000,,,,5547.00,0.86,0.98
1,2,29.62682000,0.286,,,5569.00,0.87,0.93
1,1,5.86639571,,,,5573.35,1.00,0.98
1,1,5.86869900,0.143,,,5580.00,0.84,0.88
1,1,19.56243630,0.297,,,4246.80,0.76,
1,1,19.56274300,0.222,,,4500.00,0.64,0.67
1,1,19.56400000,0.231,,,4581.00,0.67,
1,1,19.56614010,,,,4246.81,0.76,0.66
1,1,19.56230700,0.232,,,4455.00,0.68,0.70
1,1,19.56236000,0.248,,,,0.67,
1,1,19.56325000,0.231,,,4246.81,0.76,0.66
1,1,9.52598800,0.182,,,5909.00,1.42,1.09
1,1,5.32944000,0.138,,,,0.91,
1,1,5.32943900,0.133,,,5428.00,0.86,0.94
